"Guid","AccountId","AssistantName","AssistantPhone","Birthdate","Department","Description","Email","EmailBouncedReason","Fax","FirstName","HomePhone","Jigsaw","LastName","LeadSource","MailingCity","MailingCountry","MailingGeocodeAccuracy","MailingLatitude","MailingLongitude","MailingPostalCode","MailingState","MailingStreet","MobilePhone","OtherCity","OtherCountry","OtherGeocodeAccuracy","OtherLatitude","OtherLongitude","OtherPhone","OtherPostalCode","OtherState","OtherStreet","Phone","ReportsToId","Salutation","Title","ccrz__CompanyName__c","ccrz__CompanyType__c","ccrz__DataId__c","ccrz__IsPortalUser__c","ccrz__SelfRegistered__c"
9707a539-fefe-4310-8ec0-eac9daae40a9,0547c229-8d36-4915-a115-243ab2011646,"#N/A","#N/A","#N/A","#N/A","Alain Monié is the chief executive officer of Ingram Micro Inc., a leader in delivering the full spectrum of global technology and supply-chain solutions to businesses around the world.",jmanningcongagdo+285@gmail.com,"#N/A","#N/A",Lucila,"#N/A","#N/A",Sly,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(581) 804-2887,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
9737ce1c-50ef-4cbb-b3dd-49a5d5671190,e515610b-2f30-4ab1-af21-4a1942fab742,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+108@gmail.com,"#N/A","#N/A",Rheta,"#N/A","#N/A",Rutledge,"#N/A",Marple,UK,"#N/A","#N/A","#N/A",SK6 4HJ,"#N/A",14 Ross Road,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",81 0017 4455,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
988b4f7f-e1d4-4bda-b916-7196b583ae9b,b4b20146-e989-4879-950f-68d5af464bf4,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+163@gmail.com,"#N/A","#N/A",Ketty,"#N/A","#N/A",Anselm,"#N/A",London,UK,"#N/A","#N/A","#N/A",SW6 0EP,"#N/A",39 Crown Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",87 6365 8742,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
98b0de23-fb47-4ee2-9319-808aa5a72ee2,4c9dd4dc-82b5-4938-b339-40556085611f,"#N/A","#N/A","#N/A","#N/A","Mr. Blackburn has served as Senior Vice President, Business Development, since April 2006. From June 2004 to April 2006, he was Vice President, Business Development, from July 2003 to June 2004, he was Vice President, European Customer Service and from November 2002 to July 2003, he was Vice President, Operations Integration.",jmanningcongagdo+346@gmail.com,"#N/A","#N/A",Donia,"#N/A","#N/A",Griffie,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(725) 301-4559,"#N/A","#N/A",SVP Business Development,Prodly,"#N/A","#N/A",false,false
9908286a-a3f1-474c-9aca-e0a263b99e23,ea447ddb-0bf6-4a31-a3cd-500ada9622aa,"#N/A","#N/A",1975-07-13,"#N/A","Mark T. Bertolini is Chairman and Chief Executive Officer of Aetna, a Fortune 50 diversified health care benefits company with over $60 billion in 2015 revenue. Aetna serves an estimated 46.5 million people with information and resources to help them make better informed decisions about their health care and has operations in North America, Asia, Europe and the Middle East. Mr. Bertolini assumed the role of CEO on November 29, 2010 and of Chairman on April 8, 2011.",jmanningcongagdo+451@gmail.com,"#N/A","#N/A",Jeniffer,"#N/A","#N/A",Field,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(269) 958-7479,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
99214e6d-a4ab-4986-9487-64483dcadfc5,3e676566-6478-4799-8540-bffc9c15bdef,"#N/A","#N/A",1974-06-12,"#N/A","#N/A",jmanningcongagdo+564@gmail.com,"#N/A","#N/A",Christen,"#N/A","#N/A",Ase,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+41 22 343 80 14,"#N/A","#N/A","Vice President, IT",Prodly,"#N/A","#N/A",false,false
9925b26c-d8ec-49f0-9712-62c0d85d5bfb,48cf244a-850e-490b-88f6-76e4eeaf7b9c,"#N/A","#N/A","#N/A","#N/A",Dan joined Apple in 1998 as vice president of Product Design and in 2010 was named vice president of iPad Hardware Engineering. Dan has been a key contributor to most of the company’s hardware over his career and was instrumental in all of Apple’s iPad products since the first generation iPad was introduced.,jmanningcongagdo+459@gmail.com,"#N/A","#N/A",Arline,"#N/A","#N/A",Kylie,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(120) 691-5883,"#N/A","#N/A",SVP Hardware Engineering,Prodly,"#N/A","#N/A",false,false
9a8afa76-f558-4213-b0d8-0c048a8375f2,0daf3d8a-1900-4589-8e14-d2591f2f14cd,"#N/A","#N/A","#N/A","#N/A","Frank D’Amelio is the executive vice president, business operations and chief financial officer of Pfizer, responsible for finance, business development and business operations, including IT, procurement and real estate.",jmanningcongagdo+464@gmail.com,"#N/A","#N/A",Grazia,"#N/A","#N/A",Lorant,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(299) 738-2271,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
9aa2b49b-92a0-4e56-80d5-e755d4324871,3b278519-9a0d-4a24-90e2-09e37854f2bd,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+658@gmail.com,"#N/A","#N/A",Seana,"#N/A","#N/A",Pattin,"#N/A",KALANG,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2454,"#N/A","#N/A",(03) 5338 3984,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
9b277024-68bd-466f-a008-2ce6f2dface6,3f73763e-176e-4d5f-964d-c3ce827ce81a,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+701@gmail.com,"#N/A","#N/A",Gilberte,"#N/A","#N/A",Hymie,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 3992,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
9c0cee43-311d-47cf-89ec-55158dc98e04,737d034c-e5b4-480d-854f-406b9a7076eb,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+394@gmail.com,"#N/A","#N/A",Caro,"#N/A","#N/A",Mendy,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(276) 822-2096,"#N/A","#N/A",CTO,Prodly,"#N/A","#N/A",false,false
9ccdf1ab-259d-4f3c-bf61-d295c4e558d1,b9386bac-7c82-4c57-9e1f-0712576ef430,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+860@gmail.com,"#N/A","#N/A",Daphne,"#N/A","#N/A",Curry,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 4069,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
9ce65114-fb0a-4c7d-9745-4663cc69b9eb,c6c438d2-f877-42d8-a05f-86b7d8c46b38,"#N/A","#N/A","#N/A","#N/A","Mr. Jerry Weiss has been the Chief Administrative Officer and Executive Vice President at Federal Home Loan Mortgage Corporation since August 2010. Mr. Weiss oversees Freddie Mac's compliance with policies, procedures and practices, including compliance with laws and regulations.",jmanningcongagdo+675@gmail.com,"#N/A","#N/A",Lesly,"#N/A","#N/A",Feodor,"#N/A",Denver,USA,"#N/A","#N/A","#N/A",80204,CO,1701 Bryant Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(534) 655-2599,"#N/A","#N/A",CAO,Prodly,"#N/A","#N/A",false,false
9d493de1-78af-4cd5-ba01-985deaaf8b21,3063e278-f78c-4e62-976e-9d0282d38cbf,"#N/A","#N/A","#N/A","#N/A","John Hele is executive vice president & chief financial officer for MetLife, Inc. and a member of the company's executive group. Appointed to this position in September 2012, Hele oversees all financial management matters for MetLife, including financial reporting, treasury, corporate actuarial, tax, investor relations as well as mergers and acquisitions.",jmanningcongagdo+818@gmail.com,"#N/A","#N/A",Jewel,"#N/A","#N/A",Judas,"#N/A",Oakland,USA,"#N/A","#N/A","#N/A",94621,CA,7000 Coliseum Way,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(177) 198-9672,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
9d9f5d90-2824-48f1-9677-00c210fc24a1,98491fdc-ec70-4799-b9d8-2f95a83627db,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+282@gmail.com,"#N/A","#N/A",Susannah,"#N/A","#N/A",Winston,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(256) 531-2958,"#N/A","#N/A","CEO, Chairperson",Prodly,"#N/A","#N/A",false,false
9dbdf8ad-e97b-4889-ab0c-89352ffaa0db,e515610b-2f30-4ab1-af21-4a1942fab742,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+550@gmail.com,"#N/A","#N/A",Zaria,"#N/A","#N/A",Raoul,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0383 7228120,"#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
9e17df3f-d44c-408a-b46f-1b53d32ed513,34c22de5-e7d8-4df6-aa41-cfd0cb899377,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+466@gmail.com,"#N/A","#N/A",Marleen,"#N/A","#N/A",Broderick,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(179) 951-2988,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
9ecd5a82-58f7-44b6-91b1-e70dfda7361f,26730f38-8343-45d4-aacd-68a349b3a0d2,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+56@gmail.com,"#N/A","#N/A",Kelci,"#N/A","#N/A",Bailey,"#N/A",Marple,UK,"#N/A","#N/A","#N/A",SK6 4HJ,"#N/A",14 Ross Road,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",078 0017 4455,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
9f0ab9b8-dc86-4891-9186-a0bf92137161,f996b85c-5cbb-464a-bb07-87dae6160351,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+859@gmail.com,"#N/A","#N/A",Lesley,"#N/A","#N/A",Abbot,"#N/A",CARODA,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2347,"#N/A","#N/A",(03) 5338 4068,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
a0889899-7db1-4473-ab4b-9da3e5a0bfcb,ed3c0d38-dfac-4640-ab41-3a248a0d843c,"#N/A","#N/A","#N/A","#N/A","Andy Campion joined NIKE in 2007 as Vice President of Global Planning and Development, leading long-range financial and strategic planning. He was appointed Chief Financial Officer of the NIKE Brand in 2010, responsible for leading all aspects of financial management for the company’s flagship brand. In 2014, he was appointed Senior Vice President, Strategy, Finance and Investor Relations in addition to his role as Chief Financial Officer of the NIKE Brand.",jmanningcongagdo+343@gmail.com,"#N/A","#N/A",Rebbecca,"#N/A","#N/A",Donovan,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(344) 246-9732,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
a097c08d-a655-4f6c-a3dd-979e246c3abd,5adefe42-afa6-4c90-8535-f9658ec2db2f,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+637@gmail.com,"#N/A","#N/A",Agnola,"#N/A","#N/A",Antons,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+81 725 925939,"#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
a0c4e6f6-be26-47ff-9708-35f943bf9bd6,6651515b-4326-4f26-ae55-af7e17ba4eee,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+197@gmail.com,"#N/A","#N/A",Leola,"#N/A","#N/A",Adolphus,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(442)666-1795,"#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
a10d3a68-e241-4269-b94c-2f34e9bd4ea4,6a45427d-14a8-4d24-b184-ea50cefa3b04,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+65@gmail.com,"#N/A","#N/A",Sibbie,"#N/A","#N/A",Martainn,"#N/A",Marple,UK,"#N/A","#N/A","#N/A",SK6 4HJ,"#N/A",14 Ross Road,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",078 0017 4455,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
a1292d8c-9dfd-4f35-b1ac-71c7a6f103e8,3a553538-612d-4da5-9178-657756693ea0,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+799@gmail.com,"#N/A","#N/A",Sascha,"#N/A","#N/A",Aksel,"#N/A",CARODA,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2347,"#N/A","#N/A",(03) 5338 4035,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
a1d9c33d-c60e-4947-af60-770976ccecee,dc9ba173-8fe8-4fe3-b271-70a38d70e174,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+130@gmail.com,"#N/A","#N/A",Jenna,"#N/A","#N/A",Woody,"#N/A",San Francisco,USA,"#N/A","#N/A","#N/A",94107,CA,24 Willie Mays Plaza,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(225) 640-7769,"#N/A","#N/A",Chief Digital Officer,Prodly,"#N/A","#N/A",false,false
a1e6734d-512f-4e64-a853-2cc1d5f9b0f3,7b8c89ef-56a6-43b1-a29e-ed9c00a43285,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+753@gmail.com,"#N/A","#N/A",Shara,"#N/A","#N/A",Filberto,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 4016,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
a208281e-7c62-43a8-8b82-6f7d8b568f59,95d8621f-ba84-4889-977d-5ee3a4ae1c4d,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+653@gmail.com,"#N/A","#N/A",Ashlen,"#N/A","#N/A",Sollie,"#N/A",CARODA,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2347,"#N/A","#N/A",(03) 5338 3979,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
a2d4ace4-b513-400f-bf66-23abb5c5c4e8,3e676566-6478-4799-8540-bffc9c15bdef,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+120@gmail.com,"#N/A","#N/A",Danice,"#N/A","#N/A",Lawrence,"#N/A",Marple,UK,"#N/A","#N/A","#N/A",SK6 4HJ,"#N/A",14 Ross Road,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",85 0017 4455,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
a331e0b5-4063-4ec9-b2c1-30c184cd8cbb,95035625-cacd-47a3-8ca0-bace829b4f8c,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+279@gmail.com,"#N/A","#N/A",Dawna,"#N/A","#N/A",Daven,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(294) 465-2946,"#N/A","#N/A","Executive Vice President, Corporate Marketing and Communications",Prodly,"#N/A","#N/A",false,false
a3675f19-9f68-4f22-81b7-bbcdd75f1b35,1f95bbd8-1d64-4685-8f52-b925445b3e85,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+495@gmail.com,"#N/A","#N/A",Kellie,"#N/A","#N/A",Yankee,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",011 49 69 3576 6843,"#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
a438ac4e-414a-443f-9dbf-8c224f6cbffa,6a45427d-14a8-4d24-b184-ea50cefa3b04,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+486@gmail.com,"#N/A","#N/A",Susanna,"#N/A","#N/A",Jasper,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+33 0 1 42 14 20 00,"#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
a48ea1bc-8cf3-4565-bb31-821ac7391160,dd473e33-1f6b-42b7-a337-96267e991e5c,"#N/A","#N/A",1980-01-10,"#N/A","#N/A",jmanningcongagdo+469@gmail.com,"#N/A","#N/A",Sandye,"#N/A","#N/A",Lester,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(401) 913-1803,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
a4cfcdcf-fb59-4e70-a73c-fad4d7b48f68,96fbf306-4ce1-48d3-99c0-a2304ca5e6b0,"#N/A","#N/A","#N/A","#N/A","Ms. Seeger has been Executive Vice President and General Counsel of the Company since July 2014. Ms. Seeger joined American Express from McKesson Corporation, a health care services company, where she served as Executive Vice President, General Counsel and Chief Compliance Officer since 2006.",jmanningcongagdo+382@gmail.com,"#N/A","#N/A",Dee Dee,"#N/A","#N/A",Anatol,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(249) 826-9818,"#N/A","#N/A",EVP & General Counsel,Prodly,"#N/A","#N/A",false,false
a4db02b2-0a37-4e57-aa41-58b5d016a6cc,4d7363f4-8464-4110-94ea-4a569a217b2a,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+774@gmail.com,"#N/A","#N/A",Germain,"#N/A","#N/A",Kinsley,"#N/A",Miami Gardens,USA,"#N/A","#N/A","#N/A",33056,FL,347 Don Shula Drive,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(525) 791-2741,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
a5416f51-ab01-4896-90a5-e8a0357ae481,75c0d53e-2305-42f8-960e-5422e74a1756,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+368@gmail.com,"#N/A","#N/A",Milena,"#N/A","#N/A",Darb,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(402)952-5051,"#N/A","#N/A",CTO,Prodly,"#N/A","#N/A",false,false
a5938072-dfca-4fcb-8252-5a12d10f9aaa,dc9ba173-8fe8-4fe3-b271-70a38d70e174,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+468@gmail.com,"#N/A","#N/A",Abra,"#N/A","#N/A",Rickie,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(968) 753-7479,"#N/A","#N/A",Group Vice President of Retail Operatiions,Prodly,"#N/A","#N/A",false,false
a6510ac2-e417-4d70-9bdf-8ab212d080da,5adefe42-afa6-4c90-8535-f9658ec2db2f,"#N/A","#N/A",1975-03-12,"#N/A","#N/A",jmanningcongagdo+640@gmail.com,"#N/A","#N/A",Leena,"#N/A","#N/A",Doug,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+81 725 925939,"#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
a653f2d7-dcdb-4c8a-b0dd-5327653ed5e3,6234d086-998d-42f6-bfa2-036b220ef7b7,"#N/A","#N/A","#N/A","#N/A","Gena Stern is the Chief of Staff and Director of Operations for the JPMorgan Chase Institute. Previously, Gena served as the Senior Advisor to the Chief of Staff at the Consumer Financial Protection Bureau. In that role, she provided advisory support to the Director and Chief of Staff on general management and operations of the agency, managed strategic internal communications, and lead organizational and workforce development.",jmanningcongagdo+721@gmail.com,"#N/A","#N/A",Bekki,"#N/A","#N/A",Virgil,"#N/A",Green Bay,USA,"#N/A","#N/A","#N/A",54304,WI,1265 Lombardi Avenue,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(920) 468-4270,"#N/A","#N/A",Chief of Staff & Director of Operations,Prodly,"#N/A","#N/A",false,false
a736cd2e-12a4-4c97-8f6e-8921a544e31f,c46e6e85-0783-440a-9844-17c7c197df75,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+173@gmail.com,"#N/A","#N/A",Carilyn,"#N/A","#N/A",Barri,"#N/A",Marple,UK,"#N/A","#N/A","#N/A",SK6 4HJ,"#N/A",14 Ross Road,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",73 4352 5277,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
a7756688-0f2a-4c10-b3c7-6d8537e87086,852e8915-4e2a-4e6a-baea-86a91ee1ed8b,"#N/A",(07) 8348 6058,"#N/A",Operations,"#N/A",jmanningcongagdo+143@gmail.com,"#N/A",(07) 8348 6058,Ilse,"#N/A","#N/A",Roman,"#N/A",Brisbane,Australia,"#N/A","#N/A","#N/A",4000,QLD,100 Roma St,0429 175 100,Brisbane,Australia,"#N/A","#N/A","#N/A","#N/A",4000,QLD,100 Roma St,(07) 8348 6058,"#N/A","#N/A",Head of Operations,Prodly,"#N/A","#N/A",false,false
a785552e-93f3-4eea-a5f8-4171794b8664,e5170054-211c-4cf0-8280-a810fac568ed,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+116@gmail.com,"#N/A","#N/A",Bridget,"#N/A","#N/A",Curran,"#N/A",London,UK,"#N/A","#N/A","#N/A",SW6 0EP,"#N/A",39 Crown Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",83 6365 8742,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
a7b1fd7c-ad5b-40cb-8b02-ae953fbcec3e,34c22de5-e7d8-4df6-aa41-cfd0cb899377,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+446@gmail.com,"#N/A","#N/A",Celka,"#N/A","#N/A",Northrup,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(240) 485-6375,"#N/A","#N/A",Global Head of Human Capital Management,Prodly,"#N/A","#N/A",false,false
a7e592a1-aaa5-4035-9c9d-a1e38225d863,162d5f6e-689c-4865-be5e-0d892cbd672a,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+385@gmail.com,"#N/A","#N/A",Chanda,"#N/A","#N/A",Skelly,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(754) 593-2809,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
a8654d16-0e0d-41ef-93d9-75d2c8d1d6df,1cbe18e4-516c-450b-8b50-fc2fbc1b795a,"#N/A","#N/A","#N/A","#N/A","#N/A",info@salesforce.com,"#N/A",(212) 555-5555,Edward,"#N/A","#N/A",Stamos,"#N/A",New York City,USA,"#N/A","#N/A","#N/A",31349,NY,10 Main Rd.,"#N/A",New York City,USA,"#N/A","#N/A","#N/A","#N/A",31349,NY,10 Main Rd.,(212) 555-5555,"#N/A","#N/A",President and CEO,"#N/A","#N/A","#N/A",false,false
a8bf2225-1a31-47a2-a563-9b61dfabcd04,96fbf306-4ce1-48d3-99c0-a2304ca5e6b0,"#N/A","#N/A","#N/A","#N/A","Chairman and Chief Executive Officer, American Express Company, April 2001 to present. Mr. Chenault joined American Express in 1981 and was named President of the U.S. division of American Express Travel Related Services Company, Inc. in 1993, Vice Chairman of American Express Company in 1995, President and Chief Operating Officer in 1997 and Chief Executive Officer in January 2001.",jmanningcongagdo+386@gmail.com,"#N/A","#N/A",Monique,"#N/A","#N/A",Elisha,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(270) 251-2235,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
